b'http://images2.chictopia.com/photos/themoptop/8517531354/olive-green-who-what-wear-bag-dark-brown-gucci-glasses_400.jpg',2017-08-13,b'themoptop',b'Classic;Everyday;Summer;',b'I was lucky enough to show the Who What Wear team some of my favorite spots around Portland! This was one of my looks of the day as well as one of my favorite stops. It was such a great day that I am still on cloud nine from. Make sure and check out the rest of the stops on my instagram as well as download the ShopWhoWhatWear app!',b'olive green:Who What Wear bag;'
b'http://images0.chictopia.com/photos/dollpoupee/4564667361/gold-lack-of-color-hat-gold-bag-ivory-maison-hotel-skirt-white-zara-top_400.jpg',2017-08-01,b'dollpoupee',b'Bohemian;Everyday;summer;',b'Check out the full outfit on the blog :',b'gold:Lack of color hat;'
b'http://images0.chictopia.com/photos/gvozd/8562547749/jessica-buurman-shoes-lost-ink-skirt-trend-brand-top_400.jpg',2017-07-01,b'gvozd',b'Sexy;Cocktail;summer;',b'http://www.gvozdishe.com/2017/06/off-shoulders.html',b':Jessica Buurman shoes;'
b'http://images2.chictopia.com/photos/Beeswonderland/3102214529/h-m-skirt_400.jpg',2017-07-09,b'Beeswonderland',b'Chic;Brunch;summer;',b'More on beeswonderland.com',b':H&M skirt;'
b'http://images0.chictopia.com/photos/elizabethkeene/9557572219/navy-printed-asos-skirt_400.jpg',2017-06-29,b'elizabethkeene',b'Classic;Everyday;Summer;',b'These pretty pink flamingos have me smiling so big. Love this little skirt.',b'navy:asos skirt;'
b'http://images2.chictopia.com/photos/Beeswonderland/1929044941/bershka-skirt_400.jpg',2017-06-21,b'Beeswonderland',b'Sexy;Brunch;spring;',b'More on beeswonderland.com',b':Bershka skirt;'
b'http://images2.chictopia.com/photos/Aphrodite/4411586230/neutral-zara-skirt_400.jpg',2017-06-20,b'Aphrodite',b'Classic;Other;Summer;',"b'Feather details on the pockets and sexy bow on the back. Wore it for afternoon walk (in glittered gladiator sandals that sparkle in the sun each step you take.), and tea with my Russian boys. We work on weekends so a Tuesday is a holiday. I hope you are having a lovely day as well.'",b'neutral:Zara skirt;'
b'http://images0.chictopia.com/photos/elizabethkeene/8828480935/nude-jimmy-choo-shoes-blue-asos-skirt-eggshell-storets-top_400.jpg',2017-06-09,b'elizabethkeene',b'Classic;Everyday;Summer;',"b'Full skirts, bell sleeves & Jacarandas. A few of my favorite things.'",b'nude:Jimmy Choo shoes;'
b'http://images2.chictopia.com/photos/micchie/6093511654/zara-jacket-thea-by-thara-skirt_400.jpg',2017-06-01,b'micchie',b'Chic;Dinner Date;summer;',b'throwback pic to when my hair is slightly longer.',b':Zara jacket;'
b'http://images0.chictopia.com/photos/elizabethkeene/7632557564/white-striped-amazon-fashion-skirt_400.jpg',2017-05-31,b'elizabethkeene',b'Classic;Everyday;Summer;',b'Wine tasting calls for stripes & pretty pastels.',b'white:Amazon Fashion skirt;'
b'http://images0.chictopia.com/photos/micchie/11232694331/aranka-shirt-cameo-skirt_400.jpg',2017-05-28,b'micchie',b'Trendy;Casual Party;summer;',b'wearing this suoer cute shirt from a local brand and paired it with skirt by cameo.\xc2\xa0',b':Aranka shirt;'
b'http://images0.chictopia.com/photos/elizabethkeene/8273246173/white-printed-amazon-fashion-skirt_400.jpg',2017-05-29,b'elizabethkeene',b'Classic;Everyday;Summer;',"b""Decided to sneak off to Temecula for the long weekend! Find out what I'm packing for Memorial Day in the vineyards over on the @AmazonFashion InstaStory!""",b'white:Amazon Fashion skirt;'
b'http://images2.chictopia.com/photos/braNYaudreY/3211680774/army-green-front-row-shop-jacket-black-glam-up-bag-black-zara-skirt_400.jpg',2017-05-28,b'braNYaudreY',b'90s;Art Opening;spring;',b'More pictures of this look you can find on my blog: branasdivineworld.com',b'army green:Front Row Shop jacket;'
b'http://images0.chictopia.com/photos/inspirafashion/2173555540/nude-crossbody-coach-bag-tan-suede-poshsquare-skirt_400.jpg',2017-05-15,b'inspirafashion',b'Romantic;Shopping Date;spring;8;',"b""Can you tell I'm currently obsessing over the color pink? It's slowly taking over my wardrobe. Growing up I've always loved wearing pink but lost my love for it growing into my personal style. But I've been getting reacquainted with this lovely color and I am so glad :). These blush pink velvet sneakers are the cherry on top \xe2\x80\x94 they have the perfect height for the flatform and are very comfy (tested walking throughout SF in them). Get yours here at Qupid.\xc2\xa0""",b'nude:coach bag;'
b'http://images2.chictopia.com/photos/elizabethkeene/6727319460/marc-fisher-shoes-magenta-guess-jacket-white-guess-skirt_400.jpg',2017-05-01,b'elizabethkeene',b'Chic;Everyday;Summer;',"b'Last weekend I did an Instagram takeover with one of my go-to shopping spots in Pasadena - One Colorado, and along the way I discovered fun new places and visited some of my old tried-and-true staples!'",b':Marc Fisher shoes;'
b'http://images2.chictopia.com/photos/elizabethkeene/5361471592/neutral-farm-skirt-red-flynn-skye-top_400.jpg',2017-04-24,b'elizabethkeene',b'Bohemian;Everyday;Summer;',"b""Warm spring nights on the streets of the Yucat\xc3\xa1n call for crop tops & colorful maxi's.""",b'neutral:Farm skirt;'
b'http://images0.chictopia.com/photos/VictoriaB/9812381943/cream-suede-light-in-the-box-skirt-black-asos-heels_400.jpg',2017-04-13,b'VictoriaB',b'90s;Museum Outing;spring;',b'For the whole story see\xc2\xa0my latest blog post!',b'cream:Light in the box skirt;'
b'http://images2.chictopia.com/photos/Myblondegal/6074186289/red-rebecca-minkoff-bag-green-romwe-skirt-green-romwe-blouse_400.jpg',2017-04-03,b'Myblondegal',b'Classic;Birthday;spring;',b'http://www.myblondegal.com',b'red:Rebecca Minkoff bag;'
b'http://images2.chictopia.com/photos/dollpoupee/3992275801/white-doll-poup\xc3\xa9e-hair-accessory-white-spell-designs-top_400.jpg',2017-03-16,b'dollpoupee',b'Bohemian;Everyday;summer;',b'http://dollpoupee.com/wandering-on-the-moon-collection/',b'white:Doll Poup\xc3\xa9e hair accessory;'
b'http://images0.chictopia.com/photos/elizabethkeene/9553437782/sky-blue-floral-chicwish-skirt_400.jpg',2017-03-27,b'elizabethkeene',b'Classic;Everyday;Summer;',"b'White lace, fresh blooms & pretty jewels!'",b'sky blue:Chicwish skirt;'
b'http://images0.chictopia.com/photos/elizabethkeene/4956796142/red-jacquemus-skirt_400.jpg',2017-03-14,b'elizabethkeene',b'Elegant;Everyday;Summer;',b'Wishing I could wear this skirt everyday & stroll along the beautiful Pont Alexandre.',b'red:Jacquemus skirt;'
b'http://images0.chictopia.com/photos/Aphrodite/10398198816/yellow-lemon-skirt_400.jpg',2017-03-13,b'Aphrodite',b'Business Casual;Other;Summer;',b'<3',b'black:Mango shoes;'
b'http://images0.chictopia.com/photos/queenhorsfall/3211637705/aquamarine-j-crew-sweater-dark-green-etsy-skirt_400.jpg',2017-03-09,b'queenhorsfall',b'Vintage;Traveling;Summer;',"b""Hey, guys! I hope this is my last winter-themed outfit, since I'm back in Cali. This year is going to be quite adventurous for me and my husband. I have big plans for where I want to travel this year. First, I found some bargain plane tickets to San Diego and Seattle. If I get the chance, I'd love to go back to NYC. Also, I want to go to Los Angeles because we were not able to see so much of the city last time. I would also like to see the Grand Canyon and Napa Valley. In May, we plan to move to another country. I'm going to keep it secret because I want you guys to stay tuned. But I want to see some European cities and countries, and maybe Central Asia. After launching DISPURS, I really need to get back to Korea. I sound probably crazy, but I want to do certain things before I turn 30 years old. If there are any cool places you know in United States that I missed, let me know! I have already visited majors cities like Boston, Philadelphia, Chicago, San Francisco, Maine, New Orleans, Florida, Las Vegas, New York, and Waikiki. Where do you plan to travel this year?""",b'aquamarine:J Crew sweater;'
b'http://images0.chictopia.com/photos/Beeswonderland/6058224595/zara-shoes-shein-blazer-h-m-trend-skirt_400.jpg',2017-02-27,b'Beeswonderland',b'Chic;Dinner Date;spring;',b'More on beeswonderland.com',b':Zara shoes;'
b'http://images0.chictopia.com/photos/queenhorsfall/5473306718/tawny-tart-collection-coat-white-tommy-hilfiger-sweater_400.jpg',2017-02-24,b'queenhorsfall',b'Elegant;Fashion Show;Summer;',"b'Hey, guys! I hope you are all excited for FW season. Before the new year, I was planning to go to NYFW, but as it turned out, my aunt from Kazakhstan is planning to travel to Seattle this year. It is happening at the same time as the start of fashion week. I still thought it would be great to create some NYFW outfits to inspire you guys. Since, my first trip to NY ever occurred during winter, I totally know what you need to bring with you. Since January/February are snowy months, make sure to wear warm shoes that will not get wet. A denim skirt or any denim piece is a a must-have in New York. New Yorkers prefer to wear more classy, yet comfortable outfits. That is why I think this striped sweater would work with anything you would wear. Furs coats are always trendy for winter season and, of course, will keep you super toasty. I advise you to definitely bring extra hats, scarfs and mittens, as you never know. Who is going to Fashion Week this year? Btw, if you are looking for a high-quality faux fur coat, check out Tart Collections and use DISCOUNT CODE "" QUEENHORSFALL1"".'",b'tawny:Tart Collection coat;'
b'http://images2.chictopia.com/photos/elizabethkeene/1762916949/white-gianvitto-rossi-shoes-charcoal-gray-lulus-dress_400.jpg',2017-02-15,b'elizabethkeene',b'Chic;Everyday;Summer;',"b""I told myself that I was going to hold off on making any new, big, purchases for a while since I'm trying to be an adult and save money and all that good (not so fun) stuff. But then one day while I was scrolling on ebay I spotted this gorgeous Dolce & Gabbana bag - brand new with tags! The bag was still on the D&G website at the time for over $2,500 but for something that is this trendy, I would never pay that. So when I saw it on ebay with the bid starting at $1,200 I thought, hmmm, interesting. I put it on my watch list to see what it would go for but when the bidding ended, and nobody had made an offer, I knew that it was my chance to make a move. I contacted the seller and offered her $800 plus shipping and she countered at $850! Insert happy dance here! While I know I was supposed to be saving (I'll start tomorrow, promise!) this was just wayyy too good of a deal to pass up. I took the bag to a re-sale shop to have it appraised and they certified that it is authentic. What a steal of a deal! I go totally weak in the knees for sparkles and this little box bag was just what I needed to make my heart incredibly happy. I paired it with a faux fur capelet and a little pink skirt for a look that was perfect for a breakfast date. This was my first handbag purchase on ebay but certainly won't be my last.""",b'white:gianvitto rossi shoes;'
b'http://images0.chictopia.com/photos/KimTuttle/4227496579/light-pink-make-me-chic-top-white-make-me-chic-skirt_400.jpg',2017-02-13,b'KimTuttle',"b""Classic;Valentine's Day;spring;""",b'view full post and other outfit details here',b'light pink:Make Me Chic top;'
b'http://images2.chictopia.com/photos/districtofchic/2540968665/black-leather-romwe-jacket-black-turtleneck-zara-sweater_400.jpg',2017-02-15,b'districtofchic',b'Classic;Dinner Date;winter;15;',"b'Black and brown is one of those color combinations that feels a little bit naughty and a little bit bad. One of those rules that you were told never to break you were younger, but then you grew up and decided you could think for yourself (damnit!). Sometimes it feels good to be bad, no?'",b'black:romwe jacket;'
b'http://images0.chictopia.com/photos/Beeswonderland/6084659648/mango-shoes-h-m-jacket-primark-shirt-h-m-skirt_400.jpg',2017-02-10,b'Beeswonderland',b'Maternity;Brunch;winter;',b'More on beeswonderland.com',b':Mango shoes;'
b'http://images2.chictopia.com/photos/whatswithamy/9063839009/heather-gray-h-m-hat-aquamarine-oasap-skirt-pink-value-village-tie_400.jpg',2017-02-07,b'whatswithamy',b'Bohemian;Traveling;winter;aa;',"b""This feeling of shadow comes at the beginning of the first cold snap and drifts in and out like sails on a sea front until one day I suddenly feel okay again. I don't know what prompts it and I don't know why it happens every year around this time, but I've learned to live with it the way one might learn to live with a hole in their shoe. I can still walk. I can still run. I can still go places where I want to be, but I'd much rather patch the hole and not feel the cold air on my feet. Today is one of those days.""",b'heather gray:H&M hat;'
b'http://images2.chictopia.com/photos/Beeswonderland/2083997617/h-m-jacket-h-m-skirt_400.jpg',2017-02-02,b'Beeswonderland',b'Chic;First Date;winter;',b'More on beeswonderland.com',b':H&M jacket;'
b'http://images0.chictopia.com/photos/dollpoupee/9841874133/black-vintage-shoes-beige-vintage-skirt_400.jpg',2017-01-27,b'dollpoupee',b'70s;Everyday;winter;',b'Check out the full editorial on my blog :',b'black:vintage shoes;'
b'http://images0.chictopia.com/photos/elizabethkeene/3363332337/nude-jimmy-choo-shoes-light-blue-turtleneck-forever-21-sweater_400.jpg',2017-01-19,b'elizabethkeene',b'Business Casual;Everyday;Summer;',"b""There's just something about wearing a cape that makes me feel so fabulous and this jacket/dress situation was certainly no exception. I fell in love with the clean lines as soon as I put it on. I styled it with a matching navy blue gold button skirt, a leopard tote and nude pumps for a look that was equal parts business and pleasure. """,b'nude:Jimmy Choo shoes;'
b'http://images2.chictopia.com/photos/elizabethkeene/2033526021/black-asos-skirt_400.jpg',2017-01-10,b'elizabethkeene',b'Classic;Everyday;Summer;',"b""Wasn't about to let the rain kill my full skirt vibe. There's nothing a little bow can't fix!""",b'black:asos skirt;'
b'http://images0.chictopia.com/photos/AgirlnamedNydia/10101881378/mustard-zara-sweater_400.jpg',2017-01-02,b'AgirlnamedNydia',b'Casual;Everyday;winter;',b'BLOG:\xc2\xa0A GIRL NAMED NYDIA',b'black:Forever 21 boots;'
b'http://images0.chictopia.com/photos/elizabethkeene/3198258444/brick-red-the-jetset-diaries-skirt_400.jpg',2017-01-03,b'elizabethkeene',b'Bohemian;Everyday;Summer;',"b""It's a new day and so it's always good to put your best foot forward!""",b'brick red:The Jetset Diaries skirt;'
b'http://images2.chictopia.com/photos/sustainablesiren/8689309335/printed-crop-manaola-top-wrap-manaola-skirt_400.jpg',2016-12-24,b'sustainablesiren',b'Bohemian;Vacation;Summer;',b'More photos + The story behind this beautiful print:',b':Manaola top;'
b'http://images0.chictopia.com/photos/Beeswonderland/5373538130/h-m-shoes-sheinside-coat-h-m-skirt_400.jpg',2016-12-18,b'Beeswonderland',b'Elegant;Cocktail;winter;',b'More on beeswonderland.com',b':H&M shoes;'
b'http://images0.chictopia.com/photos/LeFashionMonster/3567115455/black-mango-skirt_400.jpg',2016-12-16,b'LeFashionMonster',b'Classic;Girls Night Out;winter;',"b'Love black and white color combinations, see more on: www.lefashionmonster.com'",b'black:Mango skirt;'
b'http://images2.chictopia.com/photos/KimTuttle/11139777084/ruby-red-fossil-bag-neutral-valentino-heels-heather-gray-sheinside-skirt_400.jpg',2016-12-13,b'KimTuttle',b'Formal;Company Event;winter;business;',b'view full post here',b'ruby red:Fossil bag;'
b'http://images0.chictopia.com/photos/aminta/7797105256/white-thrifted-boots-white-thrifted-hat-red-thrifted-vintage-skirt_400.jpg',2016-12-07,b'aminta',b'50s;Dinner Date;fall;',"b""I found everything I'm wearing at Thrift Store except from the top that is from Stylewe.""",b'white:thrifted boots;'
b'http://images2.chictopia.com/photos/LeFashionMonster/8584320486/ivory-forever-21-sweater-black-mango-skirt_400.jpg',2016-12-04,b'LeFashionMonster',b'Rocker;Everyday;winter;',b'Sharing some fabulous news on the blog plus this look and where to get the items on the blog: www.lefashionmonster.com',b'ivory:Forever 21 sweater;'
b'http://images0.chictopia.com/photos/AgirlnamedNydia/7779406909/dark-brown-shoedazzle-boots-navy-zara-skirt-off-white-zara-blouse_400.jpg',2016-11-17,b'AgirlnamedNydia',b'Chic;Birthday;fall;',b'MORE\xc2\xa0A girl named Nydia',b'dark brown:Shoedazzle boots;'
b'http://images2.chictopia.com/photos/KimTuttle/7751618914/navy-simone-camille-bag-gold-loeffler-randall-sandals_400.jpg',2016-11-22,b'KimTuttle',b'Bohemian;Dinner Date;summer;',b'view full post here',b'navy:Simone Camille bag;'
b'http://images0.chictopia.com/photos/KATEFP/2949499171/black-h-m-skirt_400.jpg',2016-11-12,b'KATEFP',b'Trendy;Shopping;fall;',b'http://www.katefp.com/2016/11/warm-fuzzies.html',b'black:H&M skirt;'
b'http://images2.chictopia.com/photos/Beeswonderland/5464324365/deichmann-boots-h-m-coat-h-m-shirt-bershka-skirt_400.jpg',2016-11-08,b'Beeswonderland',b'Rocker;Going Out With Friends;fall;',b'More on beeswonderland.com',b':Deichmann boots;'
b'http://images2.chictopia.com/photos/Beeswonderland/7532642914/h-m-shoes-h-m-skirt-kenzoxh-m-sweatshirt_400.jpg',2016-11-07,b'Beeswonderland',b'Eclectic;First Date;fall;',b'More on beeswonderland.com',b':H&M shoes;'
b'http://images2.chictopia.com/photos/AgirlnamedNydia/6817769163/light-blue-bomber-zara-jacket-light-pink-pleated-zara-skirt_400.jpg',2016-11-04,b'AgirlnamedNydia',b'Casual;Everyday;fall;spring;',b'More at:\xc2\xa0A GIRL NAMED NYDIA',b'light blue:Zara jacket;'
b'http://images0.chictopia.com/photos/elizabethkeene/5325523607/white-fringed-wow-couture-skirt_400.jpg',2016-11-01,b'elizabethkeene',b'Chic;Everyday;Summer;',b'I like my maxis with a side of fringe! Hope you liked this too!',b'white:Wow Couture skirt;'
b'http://images0.chictopia.com/photos/queenhorsfall/10739130079/white-ny-company-sweater-tan-ny-company-cardigan-white-ny-company-skirt_400.jpg',2016-10-27,b'queenhorsfall',b'Romantic;Everyday;Summer;sweatercoat;',"b'Hello, my dear readers! My week has started quite interestingly. I shared one of my stories on my Instagram a few days ago about how I met with a cool girl from my country here in Monterey. Also this past weekend, my husband and I decided to take a walk to practice his language skills. We had lovely weather, but you can definitely feel that summer is no more. Also, I\xe2\x80\x99m kind of excited that my husband is getting close to his graduation ceremony, because we can finally resume our adventurous life style.'",b'white:NY&Company sweater;'
b'http://images2.chictopia.com/photos/StilettoBeats/4803117921/heather-gray-booties-dolce-vita-boots-heather-gray-shoulder-bag-vince-bag_400.jpg',2016-10-21,b'StilettoBeats',b'Bohemian;Lunch Date;fall;',b'I love a tone on tone look! Played with textures and proportions for this outfit and love how it turned out.\xc2\xa0',b'heather gray:Dolce Vita boots;'
b'http://images0.chictopia.com/photos/Myblondegal/8334637248/pink-michael-kors-bag-blue-romwe-skirt_400.jpg',2016-10-22,b'Myblondegal',b'Elegant;Company Event;fall;',b'http://www.myblondegal.com',b'pink:Michael Kors bag;'
b'http://images0.chictopia.com/photos/Beeswonderland/5958029838/h-m-shoes-h-m-skirt-h-m-blouse_400.jpg',2016-10-20,b'Beeswonderland',b'Elegant;Dinner Date;fall;',b'More on beeswonderland.com',b':H&M shoes;'
b'http://images0.chictopia.com/photos/themoptop/8282809545/black-shoescom-kelsi-dagger-shoes-navy-grana-skirt-black-topshop-top_400.jpg',2016-10-11,b'themoptop',b'Classic;Everyday;Summer;autumn;',"b""It's so nice to be back in the northwest and also so nice to break out my sweaters again! I have been such a big fan of turtlenecks and still am! They're classic and almost the white tee of fall!\xc2\xa0""",b'black:Kelsi Dagger shoes;'
b'http://images2.chictopia.com/photos/Beeswonderland/11419331703/zara-shoes-bershka-skirt-zara-blouse_400.jpg',2016-10-05,b'Beeswonderland',b'Sexy;Casual Party;fall;',b'More on beeswonderland.com',b':Zara shoes;'
b'http://images0.chictopia.com/photos/elizabethkeene/3221493441/nude-lulus-shoes-beige-jcrew-hat-neutral-lulus-bag-capwell-co-ring_400.jpg',2016-10-03,b'elizabethkeene',b'Casual;Everyday;Summer;',"b""When life hands you lemons, wear them on your skirt! I'm heading to Italy in 7 days and I'm so excited to be surrounded by the ocean views and beautiful colors of the Amalfi Coast.""","b""nude:Lulu's shoes;"""
b'http://images2.chictopia.com/photos/marianelahd/4877184666/shein-shirt-mango-skirt-mango-heels_400.jpg',2016-10-01,b'marianelahd',b'Eclectic;Girls Night Out;fall;',"b'NEW LOOK UP ON MY BLOG! More info, pics and details clicking the link below!'",b':shein shirt;'
b'http://images0.chictopia.com/photos/maryinvogue/8219360836/white-cut-out-booties-house-of-harlow-shoes-silver-vintage-bag_400.jpg',2016-09-28,b'maryinvogue',b'Preppy;Museum Outing;summer;',"b'Can you guys tell I\xe2\x80\x99m missing summer already? This will sadly be my last true summer outfit on the blog for a while. Green and white is one of my favorite color combinations \xe2\x80\x93 I love the crispness of the two colors together, and it always looks clean but feminine at the same time.'",b'white:house of harlow shoes;'
b'http://images2.chictopia.com/photos/marianelahd/1512420338/choies-skirt-shein-blouse-stuart-weitzman-heels_400.jpg',2016-09-25,b'marianelahd',b'Preppy;Dinner Date;fall;',"b'NEW LOOK UP ON MY BLOG! More info, pics and details clickig the link below!'",b':Choies skirt;'
b'http://images0.chictopia.com/photos/Beeswonderland/4487113825/zara-shoes-h-m-skirt-adidas-sweatshirt_400.jpg',2016-09-27,b'Beeswonderland',b'Sexy;Brunch;fall;',b'More on beeswonderland.com',b':Zara shoes;'
b'http://images2.chictopia.com/photos/Myblondegal/9573463656/tawny-rebecca-minkoff-bag-light-orange-choies-vest-tawny-romwe-skirt_400.jpg',2016-09-23,b'Myblondegal',b'Formal;Dinner Date;fall;me encnata la combinac...;',b'http://www.myblondegal.com',b'tawny:Rebecca Minkoff bag;'
b'http://images0.chictopia.com/photos/Myblondegal/3229783667/sky-blue-levis-jacket-silver-romwe-bag-silver-romwe-skirt_400.jpg',2016-09-19,b'Myblondegal',b'Elegant;Dinner Date;fall;',b'http://www.myblondegal.com',"b""sky blue:Levi's jacket;"""
b'http://images2.chictopia.com/photos/michelletakeaim/10419264312/black-etienne-aigner-shoes-grey-leather-etienne-aigner-bag_400.jpg',2016-09-16,b'michelletakeaim',b'Chic;Brunch;summer;whites;',b'Wore this outfit of all Etienne Aigner pieces for a casual day out to brunch',b':etienne aigner shoes;'
b'http://images2.chictopia.com/photos/Myblondegal/11242911560/black-rebecca-minkoff-bag-tawny-choies-skirt-black-choies-heels_400.jpg',2016-09-16,b'Myblondegal',b'Elegant;Baby Shower;fall;',b'http://www.myblondegal.com',b'black:Rebecca Minkoff bag;'
b'http://images2.chictopia.com/photos/elizabethkeene/6630960661/black-print-lk-bennett-skirt_400.jpg',2016-09-14,b'elizabethkeene',b'Chic;Everyday;Summer;',"b""A pretty graphic print skirt for a busy day of events. Don't forget to checkout my takeover with @Dermstore. I've partnered with them to share my go to @harryjoshhair tool for fashion week. Get ready with me & follow my day over on their story!""",b'black:LK Bennett skirt;'
b'http://images0.chictopia.com/photos/Beeswonderland/7630786663/deichmann-shoes-h-m-shirt-topshop-skirt_400.jpg',2016-09-13,b'Beeswonderland',b'Elegant;Dinner Date;fall;',b'More on beeswonderland.com',b':Deichmann shoes;'
b'http://images0.chictopia.com/photos/marchewkowa/9594393125/off-white-hat-white-cotton-eldar-top-ruby-red-gingham-made-by-me-skirt_400.jpg',2016-09-12,b'marchewkowa',b'50s;Everyday;summer;',"b'Pencil skirt: made by mePattern: #3104, Burda 7/1961Fabric: GinghamMy favourite sun hat: bought last year on MaltaSungalsses: ZaraSandals: Deichmann'",b''
b'http://images2.chictopia.com/photos/Beeswonderland/8148514112/topshop-shoes-zaful-skirt_400.jpg',2016-09-13,b'Beeswonderland',b'Sexy;Brunch;fall;',b'More on beeswonderland.com',b':Topshop shoes;'
b'http://images0.chictopia.com/photos/KimTuttle/4896736684/emperia-bag-fossil-sunglasses-derek-lam-wedges-forever-21-skirt_400.jpg',2016-09-08,b'KimTuttle',b'Chic;Casual Party;fall;',b'view full post here',b':emperia bag;'
b'http://images2.chictopia.com/photos/AgirlnamedNydia/6329867665/neutral-lace-zara-top-navy-zara-skirt-silver-nicole-vienna-watch_400.jpg',2016-09-05,b'AgirlnamedNydia',b'Chic;Everyday;fall;',b'More at:\xc2\xa0A GIRL NAMED NYDIA',b'neutral:Zara top;'
b'http://images2.chictopia.com/photos/Beeswonderland/11052310449/h-m-shoes-h-m-studio-blouse-h-m-studio-skirt_400.jpg',2016-08-30,b'Beeswonderland',b'Chic;Theatre/Opera/Symphony;fall;',b'More on beeswonderland.com',b':H&M shoes;'
b'http://images2.chictopia.com/photos/Myblondegal/10634240367/bubble-gum-zerouv-sunglasses-green-yoins-skirt_400.jpg',2016-08-27,b'Myblondegal',b'Elegant;Dinner Date;summer;',b'https://www.instagram.com/myblondegal/',b'bubble gum:zeroUV sunglasses;'
b'http://images0.chictopia.com/photos/ViktoriyaSener/11096648194/light-pink-sheinside-jacket-light-pink-chicwish-skirt_400.jpg',2016-08-27,b'ViktoriyaSener',b'Romantic;Bachelorette Party;summer;',b'http://www.tiebow-tie.com/2016/05/sea-side-midi-skirt.html',b'light pink:Sheinside jacket;'
b'http://images0.chictopia.com/photos/elizabethkeene/3570520396/white-bikini-ymi-jeans-swimwear-light-blue-lulus-skirt_400.jpg',2016-08-25,b'elizabethkeene',b'Chic;Beach;Summer;',"b""There is just something so magical about my last getaway trip to Mexico. It was a time well needed and a wonderful time overall. I definitely left a piece of my heart there and can't wait for the next time I get to visit!""",b'white:YMI Jeans swimwear;'
b'http://images0.chictopia.com/photos/mihaelaperianu/10774247270/green-mango-skirt-beige-h-m-hat-white-mango-sweater-brown-c-a-bag_400.jpg',2016-08-23,b'mihaelaperianu',b'Bohemian;Everyday;summer;',b'Hi everyone!',b':H&M hat;'
